scenario,mode,N,b,c,w,mu,k,runs,birth_baseline,rescue_probability,rescue_se,censored_fraction,allc_at_rescue,allc_at_rescue_se,allc_g10,allc_g10_se,allc_g20,allc_g20_se,allc_g30,allc_g30_se,allc_g40,allc_g40_se,allc_g50,allc_g50_se,allc_g60,allc_g60_se,allc_g70,allc_g70_se,allc_g80,allc_g80_se,allc_g90,allc_g90_se,allc_g100,allc_g100_se
robustness,responsive,200,7,1,1,1,0,300,3,1,0,0,0.97325,0.004408940256,0.9826166667,0.003189781128,0.9867166667,0.003096714763,0.99155,0.002099806887,0.9952166667,0.001483506184,0.9970166667,0.00114746056,0.9984666667,0.0007280390628,0.9996833333,0.0002851766389,0.9993666667,0.0006333333333,0.9996166667,0.0003833333333,0.99985,0.00015
cost,constant,100,5,1,1,1,0,500,3,1,0,0,0.78676,0.01031584403,0.35538,0.005785763677,0.27424,0.006285081487,0.23276,0.006654542108,0.208,0.006970593831,0.18714,0.007212828196,0.17694,0.007411256726,0.16462,0.007651012167,0.15042,0.007627660822,0.12616,0.007041994616,0.12068,0.007324696414
cost,responsive,100,5,1,1,1,0,500,3,0.996,0.002822764602,0,0.9353815261,0.007693319255,0.96,0.006137407735,0.9729919679,0.005604058246,0.9804417671,0.005108498062,0.9836546185,0.005038115849,0.9848393574,0.004999429132,0.9868072289,0.004933119357,0.9872088353,0.004946286634,0.9875100402,0.004911568578,0.9876706827,0.004900527245,0.9877309237,0.00489773892
cost,responsive,100,5,1,1,1,0.2,400,3,0.9975,0.002496873044,0,0.9302005013,0.008929271655,0.9521804511,0.006800462328,0.9643358396,0.006142167272,0.9718796992,0.005607674737,0.9803258145,0.004882504858,0.9819799499,0.00497264962,0.9860150376,0.004717270512,0.988245614,0.00459103947,0.9888972431,0.004584549091,0.9889223058,0.004673733414,0.9906015038,0.004435669684
cost,responsive,100,5,1,1,1,0.4,400,3,1,0,0,0.9057,0.01131282347,0.923425,0.009995051329,0.935825,0.009415275725,0.94725,0.008809873918,0.958775,0.008031774208,0.9612,0.008014251091,0.9642,0.007989711429,0.966625,0.007829457161,0.965,0.008068627944,0.96695,0.007948723121,0.969775,0.007706911811
cost,responsive,100,5,1,1,1,0.6,400,3,1,0,0,0.862425,0.01413702806,0.8805,0.0128103332,0.892875,0.01218610742,0.91055,0.01155310258,0.911,0.01165561596,0.916825,0.01155244871,0.916625,0.01152026213,0.920575,0.01146553289,0.925525,0.01133016958,0.922525,0.01178609205,0.925525,0.01164563708
cost,responsive,100,5,1,1,1,0.8,400,3,0.995,0.003526683995,0,0.8535929648,0.01519326488,0.8611557789,0.0145259267,0.867160804,0.0142510211,0.8763819095,0.01385166415,0.8850251256,0.01353940565,0.8862562814,0.01357091474,0.8888944724,0.01353135482,0.8884924623,0.01360644502,0.8870603015,0.01386898609,0.879798995,0.0142476216,0.8854271357,0.01397119691
cost,responsive,100,5,1,1,1,1,400,3,0.9925,0.004313858482,0,0.8038035264,0.0176295328,0.7968513854,0.01781373735,0.7995465995,0.01767046591,0.8031486146,0.01747409935,0.8103274559,0.01723566126,0.8074307305,0.01734157123,0.808186398,0.01736629679,0.8028211587,0.01770863943,0.7981612091,0.01791265693,0.8016624685,0.01785328209,0.8052392947,0.01767632954
cost,responsive,100,5,1,1,1,1.2,400,3,0.9875,0.005555121511,0,0.7642025316,0.01980866905,0.7621518987,0.01954018605,0.753721519,0.01985946729,0.7502531646,0.02004925098,0.7464050633,0.02021046735,0.7442025316,0.02034177925,0.7446075949,0.02039405136,0.7416962025,0.0205209045,0.7422278481,0.02053259242,0.7396708861,0.02067182015,0.7355696203,0.02092746809
cost,responsive,100,5,1,1,1,1.4,400,3,0.995,0.003526683995,0,0.7297487437,0.02058425609,0.7134924623,0.02057387211,0.6988442211,0.02099695926,0.6868844221,0.02145914188,0.6773115578,0.02192483408,0.6761306533,0.02203419784,0.6751507538,0.02219698701,0.6687688442,0.02238934662,0.6658291457,0.02256220965,0.6673366834,0.02253334103,0.6579145729,0.02292199438
cost,responsive,100,5,1,1,1,1.6,400,3,0.9925,0.004313858482,0,0.7021914358,0.02135188085,0.6851133501,0.02150861838,0.66697733,0.02216585024,0.6537279597,0.02275252279,0.6455919395,0.02313470941,0.6421662469,0.02332713574,0.6391435768,0.02351585368,0.6348110831,0.02371868632,0.6305037783,0.0239266571,0.6295717884,0.02397402779,0.6303778338,0.0239822535
cost,responsive,100,5,1,1,1,1.8,400,3,0.98,0.007,0,0.7044387755,0.02206612699,0.6777806122,0.02242270872,0.6603571429,0.02314121041,0.655994898,0.02331598,0.6526785714,0.02350080866,0.6489030612,0.0236788592,0.645255102,0.0238907543,0.6401785714,0.02415977893,0.6390561224,0.02422596709,0.6388010204,0.02424876518,0.6396173469,0.0242252523
cost,responsive,100,5,1,1,1,2,400,3,0.9875,0.005555121511,0,0.6382025316,0.02342479107,0.6041265823,0.02378875495,0.5876708861,0.02430633193,0.5814683544,0.02458600849,0.5784303797,0.02471780289,0.5780506329,0.02474689702,0.5759240506,0.02484380787,0.5751392405,0.02488253808,0.5746835443,0.02490705403,0.5746835443,0.02490705403,0.5746835443,0.02490705403
